brand,product_name,product_url,product_image_url,on_sale_flag,sale_price,msrp_price,sale_perc_off
Kate Spade New York,Brushed Jersey Jogger Long Pajama Set,https://www.zappos.com/p/kate-spade-new-york-brushed-jersey-jogger-long-pajama-set-bundled-up/product/9443315/color/885338,https://m.media-amazon.com/images/I/71IGEIJu8cL.AC_SX600.jpg,1,78.0,78.0,0.0
UGG,Fuzzette,https://www.zappos.com/p/ugg-fuzzette-goat/product/9332945/color/139288,https://m.media-amazon.com/images/I/71i9h3GKydL.AC_SX1200.jpg,1,89.95,89.95,0.0
Donna Karan,Flannel Sleepshirt,https://www.zappos.com/p/donna-karan-flannel-sleepshirt-lips-plaid/product/9444938/color/885985,https://m.media-amazon.com/images/I/81wnRNjEy-L.AC_SX600.jpg,1,64.0,64.0,0.0
Dolce Vita,Mochi,https://www.zappos.com/p/dolce-vita-mochi-leopard-plush/product/9479181/color/900881,https://m.media-amazon.com/images/I/71qM8nHdazL.AC_SX600.jpg,1,59.95,59.95,0.0
Kate Spade New York,Brushed Jersey Jogger Long Pajama Set,https://www.zappos.com/p/kate-spade-new-york-brushed-jersey-jogger-long-pajama-set-dashhounds/product/9443315/color/776641,https://m.media-amazon.com/images/I/81I2nnhdosL.AC_SX600.jpg,1,78.0,78.0,0.0
UGG,Scuffette II Water-Resistant Slipper,https://www.zappos.com/p/ugg-scuffette-ii-water-resistant-slipper-natural/product/107219/color/19,https://m.media-amazon.com/images/I/71yJglrrcrL.AC_SX600.jpg,1,99.95,99.95,0.0
Carole Hochman,Soft Jersey Long Sleeve Pajama Set,https://www.zappos.com/p/carole-hochman-soft-jersey-long-sleeve-pajama-set-berry-birds/product/9483217/color/902374,https://m.media-amazon.com/images/I/81wmXA1SrnL.AC_SX600.jpg,1,68.0,68.0,0.0
Happy Socks,Rolling Stones 6-Pack Sock Box Set,https://www.zappos.com/p/happy-socks-rolling-stones-6-pack-sock-box-set-multi/product/9281950/color/767,https://m.media-amazon.com/images/I/81P4FGVxLVL.AC_SX600.jpg,1,96.0,96.0,0.0
L.L.Bean,Bean Boots Rubber Moc,https://www.zappos.com/p/l-l-bean-bean-boots-rubber-moc-tan-brown/product/9490057/color/680,https://m.media-amazon.com/images/I/71woCfhTK3L.AC_SX600.jpg,1,84.15,99.0,15.0
P.J. Salvage,Wild One Stripe Joggers,https://www.zappos.com/p/p-j-salvage-wild-one-stripe-joggers-camel/product/9454965/color/1430,https://m.media-amazon.com/images/I/81EWzXUJQsL.AC_SX600.jpg,1,61.0,62.0,2.0
Lacoste,L.12.12 Concept Large Shopping Bag,https://www.zappos.com/p/lacoste-l-12-12-concept-large-shopping-bag-agave-green/product/8537295/color/398240,https://m.media-amazon.com/images/I/71u4Dj93UIL.AC_SX600.jpg,1,97.95,97.95,0.0
Converse,Renew Cotton Chuck Taylor All Star Lift - Ox,https://www.zappos.com/p/converse-renew-cotton-chuck-taylor-all-star-lift-ox-silt-red-black-white/product/9317044/color/885006,https://m.media-amazon.com/images/I/71h5sBELUnL.AC_SX600.jpg,1,70.0,70.0,0.0
Steve Madden,Darma-K,https://www.zappos.com/p/steve-madden-darma-k-black-knit/product/9493066/color/19558,https://m.media-amazon.com/images/I/71SkCB9V9BL.AC_SX1200.jpg,1,99.95,99.95,0.0
Kamik,MomentumLo,https://www.zappos.com/p/kamik-momentumlo-teal/product/9071920/color/695,https://m.media-amazon.com/images/I/810DPudYk7L.AC_SX600.jpg,1,89.95,89.95,0.0
UGG,Scuff Logo,https://www.zappos.com/p/ugg-scuff-logo-metal-dark-sapphire/product/9400686/color/870405,https://m.media-amazon.com/images/I/71aKsstl3GL.AC_SX600.jpg,1,89.95,89.95,0.0
Kenneth Cole Reaction,Desert Sun,https://www.zappos.com/p/kenneth-cole-reaction-desert-sun-navy/product/8469766/color/9,https://m.media-amazon.com/images/I/81jeGyueZRL.AC_SX600.jpg,1,79.99,79.99,0.0
Ben Sherman,Bradford Oxford,https://www.zappos.com/p/ben-sherman-bradford-oxford-grey-textile/product/9190669/color/255972,https://m.media-amazon.com/images/I/71OidtwGZ3L.AC_SX600.jpg,1,65.0,65.0,0.0
Rebecca Minkoff,Leo Clutch,https://www.zappos.com/p/rebecca-minkoff-leo-clutch-black-4/product/8452199/color/137695,https://m.media-amazon.com/images/I/A1oAXkE7tJL.AC_SX600.jpg,1,66.5,95.0,30.0
MIA,Patton-F,https://www.zappos.com/p/mia-patton-f-cheetah/product/9441421/color/1901,https://m.media-amazon.com/images/I/813ZlEmnkrL.AC_SX600.jpg,1,79.0,79.0,0.0
Kate Spade New York,Adore-Ables Pave Flex Cuff Bracelet,https://www.zappos.com/p/kate-spade-new-york-adore-ables-pave-flex-cuff-bracelet-ruby/product/9468246/color/2188,https://m.media-amazon.com/images/I/71PwqLJ9vGL.AC_SX600.jpg,1,40.8,68.0,40.0
Dr. Scholl's,Lanyn,https://www.zappos.com/p/dr-scholl-s-lanyn-leopard/product/9457821/color/429,https://m.media-amazon.com/images/I/81qqCmbuoXL.AC_SX600.jpg,1,69.68,85.0,18.0
Natori,Shangri-La Robe,https://www.zappos.com/p/natori-shangri-la-robe-heather-red-lava/product/8640419/color/871997,https://m.media-amazon.com/images/I/71k32Xveb+L.AC_SX600.jpg,1,97.95,97.95,0.0
UGG,Oh Yeah Slide,https://www.zappos.com/p/ugg-oh-yeah-slide-lava-flow/product/9332936/color/655257,https://m.media-amazon.com/images/I/71AEPLocHOL.AC_SX600.jpg,1,99.95,99.95,0.0
UGG,Fluffita,https://www.zappos.com/p/ugg-fluffita-white/product/9404821/color/14,https://m.media-amazon.com/images/I/61VH+0MNX+L.AC_SX1200.jpg,1,99.95,99.95,0.0
The North Face,Neo Dome Crew,https://www.zappos.com/p/the-north-face-neo-dome-crew-evergreen-scarab-green/product/9404233/color/871842,https://m.media-amazon.com/images/I/71Km3+dZjbL.AC_SX600.jpg,1,42.0,60.0,30.0
Native Shoes,Fitzsimmons Treklite,https://www.zappos.com/p/native-shoes-fitzsimmons-treklite-alpine-yellow-storm-blue-onyx-black/product/9237981/color/760910,https://m.media-amazon.com/images/I/718ksZ2qpXL.AC_SX600.jpg,1,94.95,94.95,0.0
ALDO,Glentannaa,https://www.zappos.com/p/aldo-glentannaa-black/product/9466154/color/3,https://m.media-amazon.com/images/I/71WiWhyLvfL.AC_SX600.jpg,1,52.99,65.0,18.0
Teva,Ember Mid,https://www.zappos.com/p/teva-ember-mid-olive-drab/product/9236575/color/66385,https://m.media-amazon.com/images/I/71NtpprCVXL.AC_SX600.jpg,1,90.0,90.0,0.0
Nunn Bush,Odell Wingtip Boot with KORE Walking Comfort Technology,https://www.zappos.com/p/nunn-bush-odell-wingtip-boot-with-kore-walking-comfort-technology-tan-ch/product/9092600/color/543705,https://m.media-amazon.com/images/I/71TBtq9-J8L.AC_SX600.jpg,1,79.95,99.95,20.0
Herschel Supply Co.,Novel,https://www.zappos.com/p/herschel-supply-co-novel-peacoat-camo/product/7995669/color/724852,https://m.media-amazon.com/images/I/71lDMVY2xpL.AC_SX600.jpg,1,62.94,89.99,30.0
Steve Madden,Harken,https://www.zappos.com/p/steve-madden-harken-black/product/8194709/color/3,https://m.media-amazon.com/images/I/71NoHiUVDRL.AC_SX600.jpg,1,84.95,84.95,0.0
Vans,Classic Slip-On™,https://www.zappos.com/p/vans-classic-slip-on-boucle-speckle-true-white/product/7213526/color/875265,https://m.media-amazon.com/images/I/71f45hUOl-L.AC_SX600.jpg,1,64.95,64.95,0.0
ALDO,Sigossaa,https://www.zappos.com/p/aldo-sigossaa-dark-beige/product/9466158/color/8755,https://m.media-amazon.com/images/I/718Ojcw+EWL.AC_SX600.jpg,1,67.95,67.95,0.0
Chinese Laundry,Davinna,https://www.zappos.com/p/chinese-laundry-davinna-white-blush/product/9279923/color/92162,https://m.media-amazon.com/images/I/81o3hjvAbML.AC_SX600.jpg,1,79.95,79.95,0.0
UGG,Ansley,https://www.zappos.com/p/ugg-ansley-pink-cloud/product/7839419/color/188198,https://m.media-amazon.com/images/I/71w4FQo6x9L.AC_SX1200.jpg,1,99.95,99.95,0.0
GUESS,Orana,https://www.zappos.com/p/guess-orana-ivory/product/9477434/color/422,https://m.media-amazon.com/images/I/616NtqP6FmL.AC_SX600.jpg,1,99.0,99.0,0.0
Yellow Box,Telaviz,https://www.zappos.com/p/yellow-box-telaviz-toffee/product/9464756/color/3386,https://m.media-amazon.com/images/I/71WlN4Nk2ML.AC_SX600.jpg,1,80.0,80.0,0.0
SOREL,Snow Angel™ Lace,https://www.zappos.com/p/sorel-snow-angel-lace-rootbeer-1/product/7244840/color/818971,https://m.media-amazon.com/images/I/71YIdNOqOAL.AC_SX600.jpg,1,75.0,100.0,25.0
Koolaburra by UGG,Shara Tall,https://www.zappos.com/p/koolaburra-by-ugg-shara-tall-chestnut/product/9408083/color/278,https://m.media-amazon.com/images/I/71hd0OofEVL.AC_SX600.jpg,1,74.99,99.99,25.0
Columbia,Minx Shorty III,https://www.zappos.com/p/columbia-minx-shorty-iii-currant-berry-jam/product/9066555/color/875529,https://m.media-amazon.com/images/I/814+PTet-6L.AC_SX600.jpg,1,75.0,100.0,25.0
Vera Bradley,Large Travel Duffel,https://www.zappos.com/p/vera-bradley-large-travel-duffel-bedford-blooms/product/9425571/color/896425,https://m.media-amazon.com/images/I/81TBQp0NP1L.AC_SX600.jpg,1,70.0,100.0,30.0
Blue by Betsey Johnson,Sidney,https://www.zappos.com/p/blue-by-betsey-johnson-sidney-rhinestone/product/9492179/color/30459,https://m.media-amazon.com/images/I/81ZnpPkdOiL.AC_SX600.jpg,1,89.0,89.0,0.0
GUESS,Lanten,https://www.zappos.com/p/guess-lanten-gold/product/9477378/color/385,https://m.media-amazon.com/images/I/81gbKcJkcvL.AC_SX600.jpg,1,62.99,79.0,20.0
Circus by Sam Edelman,Polly,https://www.zappos.com/p/circus-by-sam-edelman-polly-black-glitter/product/9461178/color/20704,https://m.media-amazon.com/images/I/81iAwVeQUzL.AC_SX600.jpg,1,63.03,99.0,36.0
Steve Madden,Jabbar,https://www.zappos.com/p/steve-madden-jabbar-dark-tan/product/8737711/color/342,https://m.media-amazon.com/images/I/81EHaPAESoL.AC_SX600.jpg,1,99.95,99.95,0.0
Dr. Martens,Embury,https://www.zappos.com/p/dr-martens-embury-gaucho-crazy-horse/product/9398493/color/1652,https://m.media-amazon.com/images/I/71Q8HNMVEBL.AC_SX1200.jpg,1,99.95,99.95,0.0
Keds,Scout Boot II Suede Nylon WX,https://www.zappos.com/p/keds-scout-boot-ii-suede-nylon-wx-bungee-cord-olive/product/9413493/color/875958,https://m.media-amazon.com/images/I/81zEvbar51L.AC_SX600.jpg,1,89.95,89.95,0.0
Bogs,Sweetpea Chelsea Winter,https://www.zappos.com/p/bogs-sweetpea-chelsea-winter-olive/product/9265780/color/529,https://m.media-amazon.com/images/I/71n7S8cYauL.AC_SX600.jpg,1,60.0,80.0,25.0
UGG,Duffield Throw II,https://www.zappos.com/p/ugg-duffield-throw-ii-red-buffalo-plaid/product/9255836/color/276155,https://m.media-amazon.com/images/I/71ejnnBnLxL.AC_SX600.jpg,1,97.95,97.95,0.0
Happy Socks,Rolling Stones 6-Pack Sock Box Set,https://www.zappos.com/p/happy-socks-rolling-stones-6-pack-sock-box-set-multi/product/9281954/color/767,https://m.media-amazon.com/images/I/81q-CXHPBVL.AC_SX600.jpg,1,96.0,96.0,0.0
UGG Kids,Fluff Yeah Slide (Little Kid/Big Kid),https://www.zappos.com/p/ugg-kids-fluff-yeah-slide-little-kid-big-kid-amphora/product/9079781/color/109476,https://m.media-amazon.com/images/I/818Xp5H-NIL.AC_SX600.jpg,1,74.95,74.95,0.0
UGG,Duffield Throw II,https://www.zappos.com/p/ugg-duffield-throw-ii-stormy-grey/product/9255836/color/22200,https://m.media-amazon.com/images/I/81jqQYmN5EL.AC_SX600.jpg,1,97.95,97.95,0.0
GUESS,Rivet,https://www.zappos.com/p/guess-rivet-white-1/product/9450667/color/90782,https://m.media-amazon.com/images/I/61kbaiWxlJL.AC_SX600.jpg,1,54.99,89.0,38.0
COACH,Box Program Crossgrain Mini ID Skinny,https://www.zappos.com/p/coach-box-program-crossgrain-mini-id-skinny-gd-bright-jade/product/9476069/color/899535,https://m.media-amazon.com/images/I/81iem7Fz5mL.AC_SX600.jpg,1,45.5,65.0,30.0
MICHAEL Michael Kors,Jet Set Large Travel Pouch,https://www.zappos.com/p/michael-michael-kors-jet-set-large-travel-pouch-brown-multi/product/9462189/color/3091,https://m.media-amazon.com/images/I/91IlfC026kL.AC_SX600.jpg,1,73.5,98.0,25.0
Dooney & Bourke,Monogram Zip Around Credit Card Case,https://www.zappos.com/p/dooney-bourke-monogram-zip-around-credit-card-case-charcoal/product/9455163/color/275,https://m.media-amazon.com/images/I/81rcWbCu6dL.AC_SX600.jpg,1,88.0,88.0,0.0
Hammitt,40 West Card Case,https://www.zappos.com/p/hammitt-40-west-card-case-pewter-brushed-silver/product/9485242/color/691449,https://m.media-amazon.com/images/I/71jeF3Km-zL.AC_SX1200.jpg,1,65.0,65.0,0.0
Spanx,Jean-ish Ankle Leggings,https://www.zappos.com/p/spanx-jean-ish-ankle-leggings-stone-wash-camo/product/8725696/color/805785,https://m.media-amazon.com/images/I/81asO4c1C6L.AC_SX600.jpg,1,78.4,98.0,20.0
UGG,Duffield Throw II,https://www.zappos.com/p/ugg-duffield-throw-ii-snow-leopard/product/9255836/color/644,https://m.media-amazon.com/images/I/81wvlpO+0TL.AC_SX600.jpg,1,97.95,97.95,0.0
Spanx,Jean-ish Ankle Leggings,https://www.zappos.com/p/spanx-jean-ish-ankle-leggings-white/product/8725696/color/14,https://m.media-amazon.com/images/I/61+eDyIy7+L.AC_SX600.jpg,1,78.4,98.0,20.0
Circus by Sam Edelman,Polly,https://www.zappos.com/p/circus-by-sam-edelman-polly-ivory-snake-print/product/9461178/color/892301,https://m.media-amazon.com/images/I/811pRHTtgtL.AC_SX600.jpg,1,63.03,99.0,36.0
Tory Burch,Robinson Embossed Color-Block Top Zip Card Case,https://www.zappos.com/p/tory-burch-robinson-embossed-color-block-top-zip-card-case-claret-hummingbird/product/9481808/color/901908,https://m.media-amazon.com/images/I/81+Ndc2VxYL.AC_SX600.jpg,1,98.0,98.0,0.0
Kipling,Sebastian Crossbody Bag,https://www.zappos.com/p/kipling-sebastian-crossbody-bag-urban-stripe/product/9341432/color/363904,https://m.media-amazon.com/images/I/81smpqLh9tL.AC_SX600.jpg,1,78.95,78.95,0.0
Vera Bradley,Packable Weekender,https://www.zappos.com/p/vera-bradley-packable-weekender-blooms-shower-black/product/9172204/color/896710,https://m.media-amazon.com/images/I/81PQNg4tHIL.AC_SX600.jpg,1,42.0,60.0,30.0
MICHAEL Michael Kors,Bedford Legacy Large Travel Wallet,https://www.zappos.com/p/michael-michael-kors-bedford-legacy-large-travel-wallet-brown-multi/product/9462195/color/3091,https://m.media-amazon.com/images/I/8189dMT1eqL.AC_SX600.jpg,1,73.5,98.0,25.0
Spanx,Faux Leather Leggings,https://www.zappos.com/p/spanx-faux-leather-leggings-black/product/8981348/color/3,https://m.media-amazon.com/images/I/71ULdvsESNL.AC_SX600.jpg,1,78.4,98.0,20.0
SOLE / SOCIETY,Talexa,https://www.zappos.com/p/sole-society-talexa-soft-mauve/product/9460452/color/464766,https://m.media-amazon.com/images/I/61OMWLbIRSL.AC_SX600.jpg,1,79.99,99.95,20.0
Clarks,Hero Walk.,https://www.zappos.com/p/clarks-hero-walk-white-combi/product/9401782/color/470738,https://m.media-amazon.com/images/I/61NDK9ieASL.AC_SX1200.jpg,1,74.82,100.0,25.0
Sam Edelman,Tinsley,https://www.zappos.com/p/sam-edelman-tinsley-bright-white-shiny-pvc/product/8605266/color/805831,https://m.media-amazon.com/images/I/6130f9a-LiL.AC_SX600.jpg,1,46.75,55.0,15.0
Kamik,Rogue,https://www.zappos.com/p/kamik-rogue-dark-brown/product/9071886/color/325,https://m.media-amazon.com/images/I/71HGZsPvkqL.AC_SX600.jpg,1,99.95,99.95,0.0
